CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ELEVATION (MIN.),ELEVATION (MAX.),ROCK NAME,ROCK TEXTURE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),ALTERATION,MINERAL,SPOT,CRYSTAL,RIM/CORE (MINERAL GRAINS),GRAIN SIZE,PRIMARY/SECONDARY,SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),SC2O3(WT%),V2O3(WT%),V2O5(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),FET(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),COO(WT%),K2O(WT%),NA2O(WT%),LI2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),LOI(WT%),O(WT%),TI(WT%),FE(WT%),MG(WT%),MN(WT%),CA(WT%),K(WT%),NA(WT%),CR(WT%),HE(CCMSTP/G),HE(MOL/G),HE3(CCMSTP/G),HE3(MOL/G),HE4(CCMSTP/G),HE4(MOL/G),LI(PPM),LI6(PPM),LI7(PPM),BE(PPM),BE9(PPM),BE10(AT/G),B(PPM),B11(PPM),F(PPM),NE(CCMSTP/G),NEPHELINE(MOL%),NE20(CCMSTP/G),NE20(MOL/G),NE21(CCMSTP/G),NE21(MOL/G),NE22(CCMSTP/G),NE22(MOL/G),NA(PPM),MG(PPM),MG26(PPM),AL(PPM),AL27(PPM),SI(PPM),SI30(PPM),P(PPM),S(PPM),CL(PPM),AR(CCMSTP/G),AR36(CCMSTP/G),AR36(MOL/G),AR40(CCMSTP/G),AR40(MOL/G),K(PPM),K39(PPM),CA(PPM),CA40(PPM),CA42(PPM),CA43(PPM),CA44(PPM),SC(PPM),SC45(PPM),TI(PPM),TI49(PPM),V(PPM),V51(PPM),CR(PPM),CR53(PPM),MN(PPM),FE(PPM),FE57(PPM),CO(PPM),CO59(PPM),NI(PPM),NI60(PPM),CU(PPM),ZN(PPM),ZN66(PPM),GA(PPM),GE(PPM),GE73(PPM),GE74(PPM),AS(PPM),AS(PPB),SE(PPM),BR(PPB),KR84(CCMSTP/G),RB(PPM),RB(PPB),RB85(PPM),SR(PPM),SR(PPB),SR86(PPM),SR88(PPM),Y(PPM),Y(PPB),Y89(PPM),ZR(PPM),ZR(PPB),ZR90(PPM),NB(PPM),NB93(PPM),NB(PPB),MO(PPM),RU(PPB),RH(PPB),PD(PPB),AG(PPM),CD(PPM),CD(PPB),IN(PPM),IN(PPB),SN(PPM),SN(PPB),SB(PPM),TE(PPM),I(PPB),XE130(CCMSTP/G),XE132(CCMSTP/G),CS(PPM),CS133(PPM),BA(PPM),BA(PPB),BA137(PPM),LA(PPM),LA(PPB),LA139(PPM),CE(PPM),CE(PPB),CE140(PPM),PR(PPM),PR(PPB),PR141(PPM),ND(PPM),ND(PPB),ND146(PPM),SM(PPM),SM(PPB),SM147(PPM),EU(PPM),EU(PPB),EU153(PPM),GD(PPM),GD(PPB),GD157(PPM),TB(PPM),TB(PPB),TB159(PPM),DY(PPM),DY163(PPM),DY(PPB),HO(PPM),HO165(PPM),HO(PPB),ER(PPM),ER166(PPM),ER(PPB),TM(PPM),TM(PPB),TM169(PPM),YB(PPM),YB(PPB),YB172(PPM),LU(PPM),LU175(PPM),LU(PPB),HF(PPM),HF(PPB),HF178(PPM),TA(PPM),TA(PPB),TA181(PPM),W(PPM),RE(PPB),RE(PPT),OS(PPB),OS(PPT),IR(PPB),PT(PPB),AU(PPM),HG(PPM),TL(PPM),PB(PPM),PB(PPB),PB206(PPM),PB207(PPM),PB208(PPM),BI(PPM),RA226(PPQ),RA226_ACT(DPM/G),TH(PPM),TH(PPB),TH230_ACT(DPM/G),TH232(PPM),U(PPM),U(PPB),U238(PPM),H2O(PPM),OH(PPM),ND143_ND144,EPSILON_ND,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,EPSILON_SR_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB207_PB206,PB208_PB204,PB208_PB206,OS187_OS188,RE187_OS188,HF176_HF177,LU176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE3_AR36,HE4_HE3,HE4_AR40,HE4_NE20,HE4_NE22,BE10_BE9,AR36_AR38,AR38_AR36,AR40_AR36,AR40_AR38,AR40_K40,KR80_KR84,KR82_KR84,KR83_KR84,KR86_KR84,NE20_NE22,NE21_NE22,XE124_XE130,XE126_XE130,XE128_XE130,XE128_XE132,XE129_XE130,XE129_XE132,XE130_XE132,XE131_XE130,XE131_XE132,XE132_XE130,XE134_XE130,XE134_XE132,XE136_XE130,XE136_XE132,RA226_TH230_ACT,TH230_TH232,TH230_TH232_ACT,TH230_U238_ACT,U234_U238_ACT,D234U(PER MIL),U238_PB204,U238_TH230_ACT,U238_TH232_ACT,CO2(CCMSTP/G),CO2(MOL/G),LI7_LI6,D7LI(PER MIL),D7LI(VS LSVEC),D7LI(VS NBS8545),D11B(VS NBS951),D13C(VS VPDB),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D25MG(PER MIL),D26MG(PER MIL),D25MG(VS DSM3),D26MG(VS DSM3),D43_40CA(VS SRM915A),D44_40CA(VS SRM915A),D43_42CA(VS SRM915A),D44_42CA(VS SRM915A),D51V(VS AA),D53CR(VS SRM979),D56FE(VS IRMM-014),D57FE(VS IRMM-014),D60NI(VS NBS986),ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),DIOPSIDE(MOL%),ENSTATITE(MOL%),FERROAUGITE(MOL%),FERROSILITE(MOL%),JADEITE(MOL%),ORTHOCLASE(MOL%),RHODONITE(MOL%),WOLLASTONITE(MOL%),AGE(MA)
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-4,,,,primary,50.05031193,0.150935802,,0.301871604,,,,,,,,35.37935198,,,0.986113906,11.74280539,1.388609378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.35703667,,61.44860738,,,,2.194355949,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-5,,,,primary,48.79711307,0,,0.410986367,,,,,,,,38.90336808,,,1.022453889,9.182036889,1.6840417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.92816443,,68.75663322,,,,2.315202346,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-6,,,,primary,49.53867991,0.162222448,,0.466389537,,,,,,,,36.45949508,,,1.044307006,10.95001521,1.378890804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.05538744,,63.61028029,,,,2.334332266,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-7,,,,primary,49.16132967,0.132154112,,0.386296635,,,,,,,,38.4670123,,,1.118227102,9.169462234,1.565517942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0611576,,68.39164598,,,,2.54719642,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-8,,,,primary,48.74798061,0.151453958,,0.272617124,,,,,,,,40.09491115,,,1.231825525,7.815024233,1.686187399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.05400196,,72.10769112,,,,2.838306917,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-9,,,,primary,48.85388266,0.151469252,,0.373624154,,,,,,,,39.80611936,,,0.949207311,8.371200646,1.494496617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.67366698,,71.15253381,,,,2.173799208,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-10,,,,primary,49.27623643,5.03E-02,,0.593084037,,,,,,,,36.95215119,,,0.975070366,10.61519903,1.537997587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.12556395,,64.68750809,,,,2.186927951,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-11,,,,primary,48.64540638,0.10996701,,0.349895031,,,,,,,,39.37818654,,,1.149655103,8.627411776,1.739478157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.35042133,,70.03010255,,,,2.619476122,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-12,,,,primary,50.12135922,0.232605178,,0.495550162,,,,,,,,34.73907767,,,0.829288026,12.11569579,1.466423948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.62688373,,60.52206407,,,,1.851052192,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-13,,,,primary,48.88165921,0.18300122,,0.305002033,,,,,,,,39.43676291,,,1.179341196,8.2350549,1.779178528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38948359,,70.89428204,,,,2.716234371,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-14,,,,primary,49.0123333,0.280758047,,0.230622681,,,,,,,,37.75193021,,,1.183194625,9.826531635,1.7146295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.84777383,,66.48264495,,,,2.669581218,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-15,,,,primary,49.06020706,0.110563876,,0.412101719,,,,,,,,38.8581767,,,0.995074882,9.036084029,1.527791738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.64066626,,69.09248784,,,,2.2668459,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-16,,,,primary,48.89908257,0.346585117,,0.214067278,,,,,,,,39.42915392,,,1.141692151,8.246687054,1.722731906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.44344906,,70.92536839,,,,2.631182547,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-17,,,,primary,49.80544747,0.17958695,,0.548737903,,,,,,,,35.46842263,,,0.907911803,11.76294523,1.32694802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.40372449,,61.57680839,,,,2.019467111,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-18,,,,primary,48.8,0.19,,0.4,,,,,,,,39.66,,,1.21,8.19,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.15942135,,71.06282978,,,,2.777748873,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-19,,,,primary,48.70915692,0.090762404,,0.443727309,,,,,,,,39.25978217,,,1.300927793,8.63251311,1.563130294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.32553,,69.71476847,,,,2.959701538,
[10924] KIMURA J.-I. (2007),samp. EB-B1,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,EBI-B1-20,,,,primary,49.46594115,0.221684805,,0.523982265,,,,,,,,36.60822249,,,1.178960097,10.66102378,1.340185409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.26915618,,64.08657649,,,,2.644267324,
[10924] KIMURA J.-I. (2007),samp. EB-B2,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,E-B2-C,,core,,primary,48.04863098,4.09E-02,,0.132815693,,,,,,,,40.94809971,,,1.185124642,7.815692685,1.828769922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70315344,,72.60461551,,,,2.692231048,
[10924] KIMURA J.-I. (2007),samp. EB-B2,CONVERGENT MARGIN,HONSHU ARC / CENTRAL HONSHU ARC / HONSHU / EBISUTOGE PYROCLASTIC FLOW DEPOSIT,"NORIKURA VOLCANIC CHAIN, NORTH JAPAN ALPS",36,36.2,137.2,137.5,subaerial,,,RHYOLITE,,,,,ORTHOPYROXENE,E-B2-R,,rim,,primary,48.85442011,5.07E-02,,6.08E-02,,,,,,,,40.0648824,,,1.175993512,8.120437956,1.672749392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.82741327,,71.48433606,,,,2.688250674,
